[2023/03/31 01:21:15] - Namespace(alpha=8, batch_m=0.75, batch_size=128, data_dir='../data/tiny-imagenet-200', delta_init='random', epochs=110, epsilon=8, inner_gamma=0.05, lamda=0.025, log='TDAT.log', lr_max=0.1, lr_min=0.0, lr_schedule='multistep', milestone1=100, milestone2=105, model='ResNet18', momentum=0.9, momentum_decay=0.3, out_dir='TDAT', outer_factor=0.05, save_epoch=99, seed=0, weight_decay=0.0005)
[2023/03/31 01:21:21] - Epoch 	 Seconds 	 LR 	 Inner Loss 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 PGD Loss 	 PGD Acc
[2023/03/31 08:27:11] - 70 	 259.0 	 	 0.1000 	 5.0408 	 	 5.1202 	 0.2921 	 3.9934 	 	 0.3596 	 4.2931 	 0.1768
[2023/03/31 08:33:12] - 71 	 259.2 	 	 0.1000 	 5.0522 	 	 5.1281 	 0.2919 	 3.9847 	 	 0.3615 	 4.2831 	 0.1822
[2023/03/31 08:39:12] - 72 	 259.1 	 	 0.1000 	 5.0625 	 	 5.1350 	 0.2930 	 3.9588 	 	 0.3733 	 4.2770 	 0.1864
[2023/03/31 08:45:11] - 73 	 258.5 	 	 0.1000 	 5.0734 	 	 5.1425 	 0.2944 	 4.0608 	 	 0.3510 	 4.3458 	 0.1698
[2023/03/31 08:51:10] - 74 	 258.5 	 	 0.1000 	 5.0835 	 	 5.1494 	 0.2918 	 4.0763 	 	 0.3523 	 4.3619 	 0.1606
[2023/03/31 08:57:10] - 75 	 258.9 	 	 0.1000 	 5.0935 	 	 5.1561 	 0.2947 	 4.0591 	 	 0.3451 	 4.3399 	 0.1693
[2023/03/31 09:03:10] - 76 	 258.9 	 	 0.1000 	 5.1037 	 	 5.1629 	 0.2942 	 4.1302 	 	 0.3557 	 4.4128 	 0.1732
[2023/03/31 09:09:09] - 77 	 258.4 	 	 0.1000 	 5.1132 	 	 5.1696 	 0.2949 	 4.1435 	 	 0.3392 	 4.4144 	 0.1666
[2023/03/31 09:15:09] - 78 	 258.7 	 	 0.1000 	 5.1229 	 	 5.1760 	 0.2955 	 4.1075 	 	 0.3525 	 4.3888 	 0.1778
[2023/03/31 09:21:11] - 79 	 261.1 	 	 0.1000 	 5.1325 	 	 5.1826 	 0.2946 	 4.1032 	 	 0.3490 	 4.3849 	 0.1734
[2023/03/31 09:27:13] - 80 	 260.5 	 	 0.1000 	 5.1416 	 	 5.1889 	 0.2944 	 4.2063 	 	 0.3504 	 4.4693 	 0.1640
[2023/03/31 09:33:15] - 81 	 260.1 	 	 0.1000 	 5.1507 	 	 5.1950 	 0.2952 	 4.2059 	 	 0.3555 	 4.4774 	 0.1772
[2023/03/31 09:39:17] - 82 	 260.5 	 	 0.1000 	 5.1591 	 	 5.2006 	 0.2961 	 4.2427 	 	 0.3573 	 4.4969 	 0.1773
[2023/03/31 09:45:18] - 83 	 260.3 	 	 0.1000 	 5.1678 	 	 5.2066 	 0.2949 	 4.2193 	 	 0.3477 	 4.4753 	 0.1759
[2023/03/31 09:51:20] - 84 	 260.1 	 	 0.1000 	 5.1762 	 	 5.2124 	 0.2950 	 4.3046 	 	 0.3442 	 4.5531 	 0.1782
[2023/03/31 09:57:21] - 85 	 260.2 	 	 0.1000 	 5.1844 	 	 5.2180 	 0.2950 	 4.3109 	 	 0.3484 	 4.5585 	 0.1783
[2023/03/31 10:03:22] - 86 	 260.0 	 	 0.1000 	 5.1924 	 	 5.2234 	 0.2958 	 4.3291 	 	 0.3375 	 4.5653 	 0.1687
